locus_id,gene,product,EC_number,extremophile
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,hpt,Hypoxanthine-guanine phosphoribosyltransferase,2.4.2.8,Acidithiobacillus
NC_011761.1,,S-methyl-5'-thioinosine phosphorylase,2.4.2.44,Acidithiobacillus
NC_011761.1,garB,Glutathione amide reductase,1.8.1.16,Acidithiobacillus
NC_011761.1,,Hybrid peroxiredoxin hyPrx5,1.11.1.15,Acidithiobacillus
NC_011761.1,serB_1,Phosphoserine phosphatase,3.1.3.3,Acidithiobacillus
NC_011761.1,mfd,Transcription-repair-coupling factor,3.6.4.-,Acidithiobacillus
NC_011761.1,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2.7.7.60,Acidithiobacillus
NC_011761.1,ispF,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,4.6.1.12,Acidithiobacillus
NC_011761.1,truD,tRNA pseudouridine synthase D,5.4.99.27,Acidithiobacillus
NC_011761.1,hmrR_1,HTH-type transcriptional regulator HmrR,,Acidithiobacillus
NC_011761.1,smrA,putative DNA endonuclease SmrA,3.1.-.-,Acidithiobacillus
NC_011761.1,,Glucosaminate ammonia-lyase,4.3.1.9,Acidithiobacillus
NC_011761.1,ftsK_1,DNA translocase FtsK,,Acidithiobacillus
NC_011761.1,lolA,Outer-membrane lipoprotein carrier protein precursor,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,rarA,Replication-associated recombination protein A,,Acidithiobacillus
NC_011761.1,serS,Serine--tRNA ligase,6.1.1.11,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,ybiS,putative L%2CD-transpeptidase YbiS precursor,2.-.-.-,Acidithiobacillus
NC_011761.1,,tRNA-Met(cat),,Acidithiobacillus
NC_011761.1,,16S ribosomal RNA,,Acidithiobacillus
NC_011761.1,,tRNA-Ile(gat),,Acidithiobacillus
NC_011761.1,,tRNA-Ala(tgc),,Acidithiobacillus
NC_011761.1,,23S ribosomal RNA,,Acidithiobacillus
NC_011761.1,,5S ribosomal RNA,,Acidithiobacillus
NC_011761.1,rimP,Ribosome maturation factor RimP,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,infB,Translation initiation factor IF-2,,Acidithiobacillus
NC_011761.1,rbfA,Ribosome-binding factor A,,Acidithiobacillus
NC_011761.1,truB,tRNA pseudouridine synthase B,5.4.99.25,Acidithiobacillus
NC_011761.1,rpsO,30S ribosomal protein S15,,Acidithiobacillus
NC_011761.1,pnp,Polyribonucleotide nucleotidyltransferase,2.7.7.8,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,gloB,Hydroxyacylglutathione hydrolase,3.1.2.6,Acidithiobacillus
NC_011761.1,ubiE_2,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,2.1.1.163,Acidithiobacillus
NC_011761.1,rnhA_1,Ribonuclease H,3.1.26.4,Acidithiobacillus
NC_011761.1,dnaQ,DNA polymerase III subunit epsilon,2.7.7.7,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,gloA,Lactoylglutathione lyase,4.4.1.5,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,argG,Argininosuccinate synthase,6.3.4.5,Acidithiobacillus
NC_011761.1,argF,Ornithine carbamoyltransferase 1%2C phaseolotoxin-sensitive,2.1.3.3,Acidithiobacillus
NC_011761.1,argD,Acetylornithine aminotransferase,2.6.1.11,Acidithiobacillus
NC_011761.1,ask,Aspartokinase,2.7.2.4,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,fimA,Fimbrial protein precursor,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,tal,Transaldolase,2.2.1.2,Acidithiobacillus
NC_011761.1,fabI,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,1.3.1.9,Acidithiobacillus
NC_011761.1,mltD,Membrane-bound lytic murein transglycosylase D precursor,4.2.2.-,Acidithiobacillus
NC_011761.1,gltX_1,Glutamate--tRNA ligase,6.1.1.17,Acidithiobacillus
NC_011761.1,dmdA,2%2C3-dimethylmalate dehydratase large subunit,4.2.1.85,Acidithiobacillus
NC_011761.1,icd,Isocitrate dehydrogenase [NADP],1.1.1.42,Acidithiobacillus
NC_011761.1,sucC,Succinyl-CoA ligase [ADP-forming] subunit beta,6.2.1.5,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,sucD,Succinyl-CoA ligase [ADP-forming] subunit alpha,6.2.1.5,Acidithiobacillus
NC_011761.1,nadE,Glutamine-dependent NAD(+) synthetase,6.3.5.1,Acidithiobacillus
NC_011761.1,glnB_1,Nitrogen regulatory protein P-II,,Acidithiobacillus
NC_011761.1,bamD_2,Outer membrane protein assembly factor BamD precursor,,Acidithiobacillus
NC_011761.1,rluD,Ribosomal large subunit pseudouridine synthase D,5.4.99.23,Acidithiobacillus
NC_011761.1,yfiH,Laccase domain protein YfiH,,Acidithiobacillus
NC_011761.1,mtnD,Acireductone dioxygenase,1.13.11.54,Acidithiobacillus
NC_011761.1,mtnW,2%2C3-diketo-5-methylthiopentyl-1-phosphate enolase,5.3.2.5,Acidithiobacillus
NC_011761.1,mtnX,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase,3.1.3.87,Acidithiobacillus
NC_011761.1,mtnB,Methylthioribulose-1-phosphate dehydratase,4.2.1.109,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,def_2,Peptide deformylase,3.5.1.88,Acidithiobacillus
NC_011761.1,yveA_1,Aspartate-proton symporter,,Acidithiobacillus
NC_011761.1,rffG,dTDP-glucose 4%2C6-dehydratase 2,4.2.1.46,Acidithiobacillus
NC_011761.1,rmlD,dTDP-4-dehydrorhamnose reductase,1.1.1.133,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,gtaB,UTP--glucose-1-phosphate uridylyltransferase,2.7.7.9,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,qseF_1,Transcriptional regulatory protein QseF,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,glrK_1,Sensor histidine kinase GlrK,2.7.13.3,Acidithiobacillus
NC_011761.1,recN,DNA repair protein RecN,,Acidithiobacillus
NC_011761.1,ppnK,putative inorganic polyphosphate/ATP-NAD kinase,2.7.1.23,Acidithiobacillus
NC_011761.1,coaX,Type III pantothenate kinase,2.7.1.33,Acidithiobacillus
NC_011761.1,birA,Bifunctional ligase/repressor BirA,6.3.4.15,Acidithiobacillus
NC_011761.1,proA,Gamma-glutamyl phosphate reductase,1.2.1.41,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,holA,DNA polymerase III subunit delta,2.7.7.7,Acidithiobacillus
NC_011761.1,lptE,LPS-assembly lipoprotein LptE precursor,,Acidithiobacillus
NC_011761.1,leuS,Leucine--tRNA ligase,6.1.1.4,Acidithiobacillus
NC_011761.1,pnpB_1,p-benzoquinone reductase,1.6.5.2,Acidithiobacillus
NC_011761.1,yceI,Protein YceI,,Acidithiobacillus
NC_011761.1,ddpX,D-alanyl-D-alanine dipeptidase,3.4.13.22,Acidithiobacillus
NC_011761.1,mutM_1,Formamidopyrimidine-DNA glycosylase,3.2.2.23,Acidithiobacillus
NC_011761.1,glpE_3,Thiosulfate sulfurtransferase GlpE,2.8.1.1,Acidithiobacillus
NC_011761.1,fieF,Ferrous-iron efflux pump FieF,,Acidithiobacillus
NC_011761.1,,3-hydroxylaminophenol mutase,5.4.4.3,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,surE,5'-nucleotidase SurE,3.1.3.5,Acidithiobacillus
NC_011761.1,pcm_1,Protein-L-isoaspartate O-methyltransferase,2.1.1.77,Acidithiobacillus
NC_011761.1,rpoS_1,RNA polymerase sigma factor RpoS,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,alaC,Glutamate-pyruvate aminotransferase AlaC,2.6.1.2,Acidithiobacillus
NC_011761.1,hom,Homoserine dehydrogenase,1.1.1.3,Acidithiobacillus
NC_011761.1,thrC,Threonine synthase,4.2.3.1,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,recJ,Single-stranded-DNA-specific exonuclease RecJ,3.1.-.-,Acidithiobacillus
NC_011761.1,vapB1,Antitoxin VapB1,,Acidithiobacillus
NC_011761.1,vapC_2,tRNA(fMet)-specific endonuclease VapC,3.1.-.-,Acidithiobacillus
NC_011761.1,prfB,Peptide chain release factor 2,,Acidithiobacillus
NC_011761.1,lysS,Lysine--tRNA ligase,6.1.1.6,Acidithiobacillus
NC_011761.1,lolC,Lipoprotein-releasing system transmembrane protein LolC,,Acidithiobacillus
NC_011761.1,lolD_2,Lipoprotein-releasing system ATP-binding protein LolD,3.6.3.-,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,exbB_2,Biopolymer transport protein ExbB,,Acidithiobacillus
NC_011761.1,exbD_2,Biopolymer transport protein ExbD,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,lpxK,Tetraacyldisaccharide 4'-kinase,2.7.1.130,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,2.7.7.38,Acidithiobacillus
NC_011761.1,ppa,Inorganic pyrophosphatase,3.6.1.1,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,xerC_1,Tyrosine recombinase XerC,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,lpxD_1,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,2.3.1.191,Acidithiobacillus
NC_011761.1,yhdN_1,General stress protein 69,1.1.1.-,Acidithiobacillus
NC_011761.1,ydbC,Putative oxidoreductase YdbC,1.-.-.-,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,xerD_1,Tyrosine recombinase XerD,,Acidithiobacillus
NC_011761.1,xerD_2,Tyrosine recombinase XerD,,Acidithiobacillus
NC_011761.1,xerC_2,Tyrosine recombinase XerC,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,,Acidithiobacillus
NC_011761.1,clpS,ATP-dependent Clp protease adapter protein ClpS,,Acidithiobacillus
NC_011761.1,,putative parvulin-type peptidyl-prolyl cis-trans isomerase precursor,5.2.1.8,Acidithiobacillus
NC_011761.1,yajL,Chaperone protein YajL,,Acidithiobacillus
NC_011761.1,,putative CtpA-like serine protease,3.4.21.-,Acidithiobacillus
NC_011761.1,envC,Murein hydrolase activator EnvC precursor,,Acidithiobacillus
NC_011761.1,gpmI_1,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,5.4.2.12,Acidithiobacillus
NC_011761.1,malP_1,Maltodextrin phosphorylase,2.4.1.1,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,moeZ_1,putative adenylyltransferase/sulfurtransferase MoeZ,,Acidithiobacillus
NC_011761.1,adoK,Adenosine kinase,2.7.1.20,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,metK,S-adenosylmethionine synthase,2.5.1.6,Acidithiobacillus
NC_011761.1,ahcY,Adenosylhomocysteinase,3.3.1.1,Acidithiobacillus
NC_011761.1,metF,5%2C10-methylenetetrahydrofolate reductase,1.5.1.20,Acidithiobacillus
NC_011761.1,cfxP,Phosphoribulokinase%2C chromosomal,2.7.1.19,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,sat/cysC,putative bifunctional SAT/APS kinase,,Acidithiobacillus
NC_011761.1,purR,Pur operon repressor,,Acidithiobacillus
NC_011761.1,groL,60 kDa chaperonin,,Acidithiobacillus
NC_011761.1,groS,10 kDa chaperonin,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,dsbD,Thiol:disulfide interchange protein DsbD precursor,1.8.1.8,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,ilvE,Branched-chain-amino-acid aminotransferase,2.6.1.42,Acidithiobacillus
NC_011761.1,glnE,Glutamate-ammonia-ligase adenylyltransferase,2.7.7.42,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,2-oxoglutaramate amidase,3.5.1.111,Acidithiobacillus
NC_011761.1,bacA,Vitamin B12 transport ATP-binding protein BacA,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,lspA,Lipoprotein signal peptidase,3.4.23.36,Acidithiobacillus
NC_011761.1,ileS,Isoleucine--tRNA ligase,6.1.1.5,Acidithiobacillus
NC_011761.1,ribF,Riboflavin biosynthesis protein RibF,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,murJ,putative peptidoglycan biosynthesis protein MurJ,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,gmk,Guanylate kinase,2.7.4.8,Acidithiobacillus
NC_011761.1,rpoZ,DNA-directed RNA polymerase subunit omega,2.7.7.6,Acidithiobacillus
NC_011761.1,spoT,Guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,3.1.7.2,Acidithiobacillus
NC_011761.1,yabJ,Enamine/imine deaminase,3.5.4.-,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,recG,ATP-dependent DNA helicase RecG,3.6.4.12,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,hemY,Protoporphyrinogen oxidase,1.3.3.4,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,pflA_1,Pyruvate formate-lyase 1-activating enzyme,1.97.1.4,Acidithiobacillus
NC_011761.1,tolC_1,Outer membrane protein TolC precursor,,Acidithiobacillus
NC_011761.1,pabB,Aminodeoxychorismate synthase component 1,2.6.1.85,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,tRNA-Thr(tgt),,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,xerC_3,Tyrosine recombinase XerC,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,tRNA-Arg(cct),,Acidithiobacillus
NC_011761.1,yrbG,Inner membrane protein YrbG,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,deaD,ATP-dependent RNA helicase DeaD,3.6.4.13,Acidithiobacillus
NC_011761.1,cspE,Cold shock-like protein CspE,,Acidithiobacillus
NC_011761.1,priA,Primosomal protein N',3.6.4.-,Acidithiobacillus
NC_011761.1,ubiA,4-hydroxybenzoate octaprenyltransferase,2.5.1.-,Acidithiobacillus
NC_011761.1,ubiC,Chorismate pyruvate-lyase,4.1.3.40,Acidithiobacillus
NC_011761.1,rsmA_2,Ribosomal RNA small subunit methyltransferase A,2.1.1.182,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,miaB,(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB,2.-.-.-,Acidithiobacillus
NC_011761.1,ybeZ_1,PhoH-like protein,,Acidithiobacillus
NC_011761.1,ybeY,Endoribonuclease YbeY,3.1.-.-,Acidithiobacillus
NC_011761.1,corC_1,Magnesium and cobalt efflux protein CorC,,Acidithiobacillus
NC_011761.1,lnt,Apolipoprotein N-acyltransferase,2.3.1.-,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,ssaB,Manganese ABC transporter substrate-binding lipoprotein precursor,,Acidithiobacillus
NC_011761.1,fhuC,Iron(3+)-hydroxamate import ATP-binding protein FhuC,3.6.3.34,Acidithiobacillus
NC_011761.1,znuB_1,High-affinity zinc uptake system membrane protein ZnuB,,Acidithiobacillus
NC_011761.1,znuB_2,High-affinity zinc uptake system membrane protein ZnuB,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,strE_1,dTDP-glucose 4%2C6-dehydratase,4.2.1.46,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,murG_2,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,2.4.1.227,Acidithiobacillus
NC_011761.1,kanE,Alpha-D-kanosaminyltransferase,2.4.1.301,Acidithiobacillus
NC_011761.1,pimB_1,GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase,2.4.1.57,Acidithiobacillus
NC_011761.1,,Putative multidrug export ATP-binding/permease protein,3.6.3.-,Acidithiobacillus
NC_011761.1,ywqF,UDP-glucose 6-dehydrogenase YwqF,1.1.1.22,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,pspA_2,Phosphoserine phosphatase 1,3.1.3.3,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,ycgJ,putative methyltransferase YcgJ,2.1.1.-,Acidithiobacillus
NC_011761.1,leuC,3-isopropylmalate dehydratase large subunit,4.2.1.33,Acidithiobacillus
NC_011761.1,leuD,3-isopropylmalate dehydratase small subunit,4.2.1.33,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,pdxH,Pyridoxine/pyridoxamine 5'-phosphate oxidase,1.4.3.5,Acidithiobacillus
NC_011761.1,rpiA,Ribose-5-phosphate isomerase A,5.3.1.6,Acidithiobacillus
NC_011761.1,hchA,Molecular chaperone Hsp31 and glyoxalase 3,4.2.1.130,Acidithiobacillus
NC_011761.1,cyoA,Cytochrome bo(3) ubiquinol oxidase subunit 2 precursor,,Acidithiobacillus
NC_011761.1,cyoB,Cytochrome bo(3) ubiquinol oxidase subunit 1,1.10.3.10,Acidithiobacillus
NC_011761.1,cyoC,Cytochrome bo(3) ubiquinol oxidase subunit 3,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,ctaB_1,Protoheme IX farnesyltransferase,2.5.1.-,Acidithiobacillus
NC_011761.1,yajR_1,Inner membrane transport protein YajR,,Acidithiobacillus
NC_011761.1,uppP,Undecaprenyl-diphosphatase,3.6.1.27,Acidithiobacillus
NC_011761.1,greA,Transcription elongation factor GreA,,Acidithiobacillus
NC_011761.1,carB,Carbamoyl-phosphate synthase large chain,6.3.5.5,Acidithiobacillus
NC_011761.1,carA,Carbamoyl-phosphate synthase small chain,6.3.5.5,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,thiG,Thiazole synthase,2.8.1.10,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,6.3.2.-,Acidithiobacillus
NC_011761.1,,putative aromatic acid decarboxylase,4.1.1.-,Acidithiobacillus
NC_011761.1,,putative ABC transporter ATP-binding protein,,Acidithiobacillus
NC_011761.1,mlaE_2,putative phospholipid ABC transporter permease protein MlaE,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,moeB,Molybdopterin-synthase adenylyltransferase,2.7.7.80,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,lolD_3,Lipoprotein-releasing system ATP-binding protein LolD,3.6.3.-,Acidithiobacillus
NC_011761.1,,tRNA-Ser(gct),,Acidithiobacillus
NC_011761.1,trxA_1,Thioredoxin-1,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,rpmE,50S ribosomal protein L31,,Acidithiobacillus
NC_011761.1,tme,NADP-dependent malic enzyme,1.1.1.40,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,ilvD_1,Dihydroxy-acid dehydratase,4.2.1.9,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,argA,Amino-acid acetyltransferase,2.3.1.1,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,yciB,putative intracellular septation protein A,,Acidithiobacillus
NC_011761.1,,hypothetical protein,,Acidithiobacillus
NC_011761.1,suhB_1,Inositol-1-monophosphatase,3.1.3.25,Acidithiobacillus
NC_011761.1,trmJ,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,2.1.1.200,Acidithiobacillus
NC_011761.1,cysE_1,Serine acetyltransferase,2.3.1.30,Acidithiobacillus
NC_011761.1,iscR_1,HTH-type transcriptional regulator IscR,,Acidithiobacillus
